# WARNING: this file is not sorted!
# db	id                         alt	 E-value	adj_p-value	log_adj_p-value	bin_location	bin_width	total_width	sites_in_bin	total_sites	p_success	 p-value	mult_tests
   5	UP00035_2       Hic1_secondary	3.4e-022	   2.3e-025	         -56.71	         0.0	       87	        285	        6194	      18073	  0.30526	1.7e-027	       142
   5	UP00103_2     Jundm2_secondary	1.5e-049	   1.1e-052	        -119.67	         0.0	       97	        285	        4127	       9934	  0.34035	7.5e-055	       142
   5	UP00060_2        Max_secondary	1.3e-149	   9.2e-153	        -350.08	         0.0	      111	        287	        9605	      20056	  0.38676	6.4e-155	       143
   5	UP00092_2        Myb_secondary	2.3e0000	   1.6e-003	          -6.44	         0.0	      151	        285	        7241	      13208	  0.52982	1.1e-005	       142
   5	UP00081_2      Mybl1_secondary	1.6e-002	   1.1e-005	         -11.41	         0.0	      194	        286	        9693	      13866	  0.67832	7.8e-008	       142
   5	UP00088_2     Plagl1_secondary	5.5e0000	   3.8e-003	          -5.57	         0.0	      110	        284	        3656	       8956	  0.38732	2.7e-005	       141
   5	UP00098_2       Rfx3_secondary	5.4e-003	   3.7e-006	         -12.51	         0.0	      112	        278	        6729	      15866	  0.40288	2.7e-008	       138
   5	UP00076_2     Rfxdc2_secondary	4.6e0000	   3.2e-003	          -5.75	         0.0	      128	        284	        8038	      17242	  0.45070	2.3e-005	       141
   5	UP00005_2    Tcfap2a_secondary	1.0e-016	   7.2e-020	         -44.07	         0.0	       95	        287	        9170	      25511	  0.33101	5.1e-022	       143
   5	UP00087_2    Tcfap2c_secondary	3.2e-014	   2.2e-017	         -38.35	         0.0	       85	        287	        7108	      21934	  0.29617	1.6e-019	       143
   5	UP00046_2     Tcfe2a_secondary	3.8e-110	   2.7e-113	        -259.22	         0.0	       92	        284	        8314	      20825	  0.32394	1.9e-115	       141
   5	UP00047_2     Zbtb7b_secondary	6.5e-003	   4.5e-006	         -12.31	         0.0	      122	        284	        5735	      12646	  0.42958	3.2e-008	       141
   5	UP00065_2     Zfp161_secondary	2.1e0000	   1.4e-003	          -6.56	         0.0	       35	        287	        1334	       9782	  0.12195	9.9e-006	       143
   5	UP00021_2     Zfp281_secondary	4.8e-002	   3.3e-005	         -10.33	         0.0	      108	        284	        5035	      12517	  0.38028	2.3e-007	       141
   5	UP00095_2     Zfp691_secondary	5.6e0000	   3.9e-003	          -5.55	         0.0	       96	        284	        7175	      20416	  0.33803	2.8e-005	       141
   5	UP00022_2     Zfp740_secondary	1.4e-007	   9.7e-011	         -23.06	         0.0	      108	        284	        6282	      15390	  0.38028	6.9e-013	       141
   5	UP00102_2       Zic1_secondary	3.3e-014	   2.3e-017	         -38.31	         0.0	      140	        286	        9809	      18784	  0.48951	1.6e-019	       142
   5	UP00057_2       Zic2_secondary	8.0e-018	   5.5e-021	         -46.65	         0.0	      146	        286	       10320	      18892	  0.51049	3.9e-023	       142
   5	UP00006_2       Zic3_secondary	4.5e-018	   3.1e-021	         -47.23	         0.0	      146	        286	       10475	      19177	  0.51049	2.2e-023	       142
   5	UP00198_1          Cphx_3484.1	5.6e0000	   3.8e-003	          -5.56	         0.0	       45	        287	        1189	       6799	  0.15679	2.7e-005	       143
   5	UP00205_1        Pknox2_3077.2	4.7e-002	   3.2e-005	         -10.34	         0.0	      215	        285	        7268	       9358	  0.75439	2.3e-007	       142
##
# Detailed descriptions of columns in this file:
#
# db:	The name of the database (file name) that contains the motif.
# id:	A name for the motif that is unique in the motif database file.
# alt:	An alternate name of the motif that may be provided 
#	in the motif database file.
# E-value:	The expected number motifs that would have least one 
#	region as enriched for best matches to the motif as the reported region.
#	The E-value is the p-value multiplied by the number of motifs in the
#	input database(s).
# adj_p-value:	The probability that any tested region would be as enriched for
#	best matches to this motif as the reported region is.
#	By default the p-value is calculated by using the one-tailed binomial
#	test on the number of sequences with a match to the motif 
#	that have their best match in the reported region, corrected for
#	the number of regions and score thresholds tested.
#	The test assumes that the probability that the best match in a sequence
#	falls in the region is the region width divided by the
#	number of places a motif
#	can align in the sequence (sequence length minus motif width plus 1).
#	When CentriMo is run in discriminative mode with a negative
#	set of sequences, the p-value of a region is calculated
#	using the Fisher exact test on the 
#	enrichment of best matches in the positive sequences relative
#	to the negative sequences, corrected
#	for the number of regions and score thresholds tested.
#	The test assumes that the probability that the best match (if any)
#	falls into a given region
#	is the same for all positive and negative sequences.
# log_adj_p-value:	Log of adjusted p-value.
# bin_location:	Location of the center of the most enriched region.
# bin_width:	The width (in sequence positions) of the most enriched region.
#	A best match to the motif is counted as being in the region if the
#	center of the motif falls in the region.
# total_width:	The window maximal size which can be reached for this motif:
#		rounded(sequence length - motif length +1)/2
# sites_in_bin:	The number of (positive) sequences whose best match to the motif
#	falls in the reported region.
#	Note: This number may be less than the number of
#	(positive) sequences that have a best match in the region.
#	The reason for this is that a sequence may have many matches that score
#	equally best.
#	If n matches have the best score in a sequence, 1/n is added to the
#	appropriate bin for each match.
# total_sites:	The number of sequences containing a match to the motif
#	above the score threshold.
# p_success:	The probability of falling in the enriched window:
#		bin width / total width
# p-value:	The uncorrected p-value before it gets adjusted to the
#	number of multiple tests to give the adjusted p-value.
# mult_tests:	This is the number of multiple tests (n) done for this motif.
#	It was used to correct the original p-value of a region for
#	multiple tests using the formula:
#		p' = 1 - (1-p)^n where p is the uncorrected p-value.
#	The number of multiple tests is the number of regions
#	considered times the number of score thresholds considered.
#	It depends on the motif length, sequence length, and the type of
#	optimizations being done (central enrichment, local enrichment,
#	score optimization).
